location,date,vaccine,total_vaccinations
Switzerland,2021-01-11,Moderna,53
Switzerland,2021-01-11,Pfizer/BioNTech,47889
Switzerland,2021-01-12,Moderna,102
Switzerland,2021-01-12,Pfizer/BioNTech,58228
Switzerland,2021-01-13,Moderna,196
Switzerland,2021-01-13,Pfizer/BioNTech,69228
Switzerland,2021-01-14,Moderna,340
Switzerland,2021-01-14,Pfizer/BioNTech,79676
Switzerland,2021-01-15,Moderna,1061
Switzerland,2021-01-15,Pfizer/BioNTech,89724
Switzerland,2021-01-16,Moderna,3409
Switzerland,2021-01-16,Pfizer/BioNTech,91744
Switzerland,2021-01-17,Moderna,3492
Switzerland,2021-01-17,Pfizer/BioNTech,92326
Switzerland,2021-01-18,Moderna,4956
Switzerland,2021-01-18,Pfizer/BioNTech,103099
Switzerland,2021-01-19,Moderna,9457
Switzerland,2021-01-19,Pfizer/BioNTech,115895
Switzerland,2021-01-20,Moderna,15913
Switzerland,2021-01-20,Pfizer/BioNTech,129896
Switzerland,2021-01-21,Moderna,24227
Switzerland,2021-01-21,Pfizer/BioNTech,144763
Switzerland,2021-01-22,Moderna,32071
Switzerland,2021-01-22,Pfizer/BioNTech,156739
Switzerland,2021-01-23,Moderna,36125
Switzerland,2021-01-23,Pfizer/BioNTech,158502
Switzerland,2021-01-24,Moderna,36742
Switzerland,2021-01-24,Pfizer/BioNTech,159067
Switzerland,2021-01-25,Moderna,46505
Switzerland,2021-01-25,Pfizer/BioNTech,166615
Switzerland,2021-01-26,Moderna,62559
Switzerland,2021-01-26,Pfizer/BioNTech,175557
Switzerland,2021-01-27,Moderna,79316
Switzerland,2021-01-27,Pfizer/BioNTech,183180
Switzerland,2021-01-28,Moderna,96673
Switzerland,2021-01-28,Pfizer/BioNTech,192596
Switzerland,2021-01-29,Moderna,111298
Switzerland,2021-01-29,Pfizer/BioNTech,201931
Switzerland,2021-01-30,Moderna,115883
Switzerland,2021-01-30,Pfizer/BioNTech,203679
Switzerland,2021-01-31,Moderna,117175
Switzerland,2021-01-31,Pfizer/BioNTech,203877
Switzerland,2021-02-01,Moderna,126433
Switzerland,2021-02-01,Pfizer/BioNTech,210913
Switzerland,2021-02-02,Moderna,137320
Switzerland,2021-02-02,Pfizer/BioNTech,219582
Switzerland,2021-02-03,Moderna,148633
Switzerland,2021-02-03,Pfizer/BioNTech,227572
Switzerland,2021-02-04,Moderna,159019
Switzerland,2021-02-04,Pfizer/BioNTech,237839
Switzerland,2021-02-05,Moderna,168317
Switzerland,2021-02-05,Pfizer/BioNTech,248053
Switzerland,2021-02-06,Moderna,169518
Switzerland,2021-02-06,Pfizer/BioNTech,250205
Switzerland,2021-02-07,Moderna,170095
Switzerland,2021-02-07,Pfizer/BioNTech,250823
Switzerland,2021-02-08,Moderna,178114
Switzerland,2021-02-08,Pfizer/BioNTech,261297
Switzerland,2021-02-09,Moderna,188614
Switzerland,2021-02-09,Pfizer/BioNTech,276236
Switzerland,2021-02-10,Moderna,200175
Switzerland,2021-02-10,Pfizer/BioNTech,291431
Switzerland,2021-02-11,Moderna,211861
Switzerland,2021-02-11,Pfizer/BioNTech,307210
Switzerland,2021-02-12,Moderna,225461
Switzerland,2021-02-12,Pfizer/BioNTech,320025
Switzerland,2021-02-13,Moderna,230631
Switzerland,2021-02-13,Pfizer/BioNTech,321807
Switzerland,2021-02-14,Moderna,231365
Switzerland,2021-02-14,Pfizer/BioNTech,322423
Switzerland,2021-02-15,Moderna,240832
Switzerland,2021-02-15,Pfizer/BioNTech,331898
Switzerland,2021-02-16,Moderna,254094
Switzerland,2021-02-16,Pfizer/BioNTech,343657
Switzerland,2021-02-17,Moderna,266809
Switzerland,2021-02-17,Pfizer/BioNTech,355141
Switzerland,2021-02-18,Moderna,281586
Switzerland,2021-02-18,Pfizer/BioNTech,368960
Switzerland,2021-02-19,Moderna,293771
Switzerland,2021-02-19,Pfizer/BioNTech,381238
Switzerland,2021-02-20,Moderna,298473
Switzerland,2021-02-20,Pfizer/BioNTech,383799
Switzerland,2021-02-21,Moderna,299283
Switzerland,2021-02-21,Pfizer/BioNTech,384646
Switzerland,2021-02-22,Moderna,310277
Switzerland,2021-02-22,Pfizer/BioNTech,393641
Switzerland,2021-02-23,Moderna,326177
Switzerland,2021-02-23,Pfizer/BioNTech,404359
Switzerland,2021-02-24,Moderna,342984
Switzerland,2021-02-24,Pfizer/BioNTech,415861
Switzerland,2021-02-25,Moderna,360349
Switzerland,2021-02-25,Pfizer/BioNTech,427937
Switzerland,2021-02-26,Moderna,375770
Switzerland,2021-02-26,Pfizer/BioNTech,437215
Switzerland,2021-02-27,Moderna,379913
Switzerland,2021-02-27,Pfizer/BioNTech,439608
Switzerland,2021-02-28,Moderna,380979
Switzerland,2021-02-28,Pfizer/BioNTech,440536
Switzerland,2021-03-01,Moderna,394114
Switzerland,2021-03-01,Pfizer/BioNTech,449721
Switzerland,2021-03-02,Moderna,408670
Switzerland,2021-03-02,Pfizer/BioNTech,461005
Switzerland,2021-03-03,Moderna,426142
Switzerland,2021-03-03,Pfizer/BioNTech,475357
Switzerland,2021-03-04,Moderna,444812
Switzerland,2021-03-04,Pfizer/BioNTech,490282
Switzerland,2021-03-05,Moderna,460418
Switzerland,2021-03-05,Pfizer/BioNTech,503805
Switzerland,2021-03-06,Moderna,464042
Switzerland,2021-03-06,Pfizer/BioNTech,506467
Switzerland,2021-03-07,Moderna,464869
Switzerland,2021-03-07,Pfizer/BioNTech,507603
Switzerland,2021-03-08,Johnson&Johnson,2
Switzerland,2021-03-08,Moderna,476187
Switzerland,2021-03-08,Pfizer/BioNTech,519680
Switzerland,2021-03-09,Moderna,491638
Switzerland,2021-03-09,Pfizer/BioNTech,534699
Switzerland,2021-03-10,Moderna,506754
Switzerland,2021-03-10,Pfizer/BioNTech,549837
Switzerland,2021-03-11,Moderna,523027
Switzerland,2021-03-11,Pfizer/BioNTech,565798
Switzerland,2021-03-12,Moderna,536509
Switzerland,2021-03-12,Pfizer/BioNTech,579916
Switzerland,2021-03-13,Moderna,540682
Switzerland,2021-03-13,Pfizer/BioNTech,581757
Switzerland,2021-03-14,Moderna,541252
Switzerland,2021-03-14,Pfizer/BioNTech,582615
Switzerland,2021-03-15,Moderna,551069
Switzerland,2021-03-15,Pfizer/BioNTech,593936
Switzerland,2021-03-16,Moderna,563469
Switzerland,2021-03-16,Pfizer/BioNTech,610329
Switzerland,2021-03-17,Moderna,577019
Switzerland,2021-03-17,Pfizer/BioNTech,628287
Switzerland,2021-03-18,Moderna,591646
Switzerland,2021-03-18,Pfizer/BioNTech,646989
Switzerland,2021-03-19,Moderna,604082
Switzerland,2021-03-19,Pfizer/BioNTech,662392
Switzerland,2021-03-20,Moderna,607324
Switzerland,2021-03-20,Pfizer/BioNTech,665357
Switzerland,2021-03-21,Moderna,607457
Switzerland,2021-03-21,Pfizer/BioNTech,666566
Switzerland,2021-03-22,Moderna,618770
Switzerland,2021-03-22,Pfizer/BioNTech,680160
Switzerland,2021-03-23,Moderna,635185
Switzerland,2021-03-23,Pfizer/BioNTech,696219
Switzerland,2021-03-24,Moderna,654026
Switzerland,2021-03-24,Pfizer/BioNTech,712551
Switzerland,2021-03-25,Moderna,678506
Switzerland,2021-03-25,Pfizer/BioNTech,727144
Switzerland,2021-03-26,Moderna,699489
Switzerland,2021-03-26,Pfizer/BioNTech,742286
Switzerland,2021-03-27,Moderna,706040
Switzerland,2021-03-27,Pfizer/BioNTech,745810
Switzerland,2021-03-28,Moderna,707326
Switzerland,2021-03-28,Pfizer/BioNTech,748113
Switzerland,2021-03-29,Moderna,727552
Switzerland,2021-03-29,Pfizer/BioNTech,761081
Switzerland,2021-03-30,Moderna,752966
Switzerland,2021-03-30,Pfizer/BioNTech,777198
Switzerland,2021-03-31,Moderna,774991
Switzerland,2021-03-31,Pfizer/BioNTech,793986
Switzerland,2021-04-01,Moderna,798257
Switzerland,2021-04-01,Pfizer/BioNTech,812336
Switzerland,2021-04-02,Moderna,803529
Switzerland,2021-04-02,Pfizer/BioNTech,817509
Switzerland,2021-04-03,Moderna,805499
Switzerland,2021-04-03,Pfizer/BioNTech,821972
Switzerland,2021-04-04,Moderna,806123
Switzerland,2021-04-04,Pfizer/BioNTech,823091
Switzerland,2021-04-05,Moderna,808217
Switzerland,2021-04-05,Pfizer/BioNTech,826894
Switzerland,2021-04-06,Moderna,825398
Switzerland,2021-04-06,Pfizer/BioNTech,848054
Switzerland,2021-04-07,Moderna,845542
Switzerland,2021-04-07,Pfizer/BioNTech,874471
Switzerland,2021-04-08,Johnson&Johnson,3
Switzerland,2021-04-08,Moderna,869985
Switzerland,2021-04-08,Pfizer/BioNTech,902156
Switzerland,2021-04-09,Moderna,894838
Switzerland,2021-04-09,Pfizer/BioNTech,925140
Switzerland,2021-04-10,Moderna,903669
Switzerland,2021-04-10,Pfizer/BioNTech,930931
Switzerland,2021-04-11,Moderna,905497
Switzerland,2021-04-11,Pfizer/BioNTech,933221
Switzerland,2021-04-12,Moderna,922644
Switzerland,2021-04-12,Pfizer/BioNTech,960450
Switzerland,2021-04-13,Moderna,945317
Switzerland,2021-04-13,Pfizer/BioNTech,992045
Switzerland,2021-04-14,Moderna,969459
Switzerland,2021-04-14,Pfizer/BioNTech,1024776
Switzerland,2021-04-15,Moderna,997018
Switzerland,2021-04-15,Pfizer/BioNTech,1055531
Switzerland,2021-04-16,Moderna,1023474
Switzerland,2021-04-16,Pfizer/BioNTech,1083679
Switzerland,2021-04-17,Moderna,1034302
Switzerland,2021-04-17,Pfizer/BioNTech,1090855
Switzerland,2021-04-18,Moderna,1035977
Switzerland,2021-04-18,Pfizer/BioNTech,1095563
Switzerland,2021-04-19,Moderna,1055941
Switzerland,2021-04-19,Pfizer/BioNTech,1127298
Switzerland,2021-04-20,Moderna,1084889
Switzerland,2021-04-20,Pfizer/BioNTech,1162427
Switzerland,2021-04-21,Moderna,1117408
Switzerland,2021-04-21,Pfizer/BioNTech,1197509
Switzerland,2021-04-22,Johnson&Johnson,4
Switzerland,2021-04-22,Moderna,1159052
Switzerland,2021-04-22,Pfizer/BioNTech,1230584
Switzerland,2021-04-23,Moderna,1193590
Switzerland,2021-04-23,Pfizer/BioNTech,1262460
Switzerland,2021-04-24,Moderna,1211540
Switzerland,2021-04-24,Pfizer/BioNTech,1271858
Switzerland,2021-04-25,Moderna,1217167
Switzerland,2021-04-25,Pfizer/BioNTech,1278288
Switzerland,2021-04-26,Moderna,1246721
Switzerland,2021-04-26,Pfizer/BioNTech,1305712
Switzerland,2021-04-27,Moderna,1287584
Switzerland,2021-04-27,Pfizer/BioNTech,1339311
Switzerland,2021-04-28,Moderna,1326245
Switzerland,2021-04-28,Pfizer/BioNTech,1374295
Switzerland,2021-04-29,Moderna,1367049
Switzerland,2021-04-29,Pfizer/BioNTech,1406536
Switzerland,2021-04-30,Moderna,1402941
Switzerland,2021-04-30,Pfizer/BioNTech,1435183
Switzerland,2021-05-01,Moderna,1420353
Switzerland,2021-05-01,Pfizer/BioNTech,1447893
Switzerland,2021-05-02,Moderna,1426659
Switzerland,2021-05-02,Pfizer/BioNTech,1454240
Switzerland,2021-05-03,Moderna,1454941
Switzerland,2021-05-03,Pfizer/BioNTech,1486667
Switzerland,2021-05-04,Moderna,1494615
Switzerland,2021-05-04,Pfizer/BioNTech,1523260
Switzerland,2021-05-05,Moderna,1539651
Switzerland,2021-05-05,Pfizer/BioNTech,1557301
Switzerland,2021-05-06,Johnson&Johnson,5
Switzerland,2021-05-06,Moderna,1595052
Switzerland,2021-05-06,Pfizer/BioNTech,1592791
Switzerland,2021-05-07,Moderna,1651662
Switzerland,2021-05-07,Pfizer/BioNTech,1622332
Switzerland,2021-05-08,Moderna,1677507
Switzerland,2021-05-08,Pfizer/BioNTech,1637104
Switzerland,2021-05-09,Moderna,1687927
Switzerland,2021-05-09,Pfizer/BioNTech,1642793
Switzerland,2021-05-10,Moderna,1736251
Switzerland,2021-05-10,Pfizer/BioNTech,1675678
Switzerland,2021-05-11,Moderna,1794691
Switzerland,2021-05-11,Pfizer/BioNTech,1713588
Switzerland,2021-05-12,Moderna,1855452
Switzerland,2021-05-12,Pfizer/BioNTech,1751011
Switzerland,2021-05-13,Moderna,1884142
Switzerland,2021-05-13,Pfizer/BioNTech,1768364
Switzerland,2021-05-14,Moderna,1936566
Switzerland,2021-05-14,Pfizer/BioNTech,1797916
Switzerland,2021-05-15,Moderna,1966036
Switzerland,2021-05-15,Pfizer/BioNTech,1812612
Switzerland,2021-05-16,Moderna,1977652
Switzerland,2021-05-16,Pfizer/BioNTech,1820012
Switzerland,2021-05-17,Moderna,2029060
Switzerland,2021-05-17,Pfizer/BioNTech,1853477
Switzerland,2021-05-18,Moderna,2092726
Switzerland,2021-05-18,Pfizer/BioNTech,1890878
Switzerland,2021-05-19,Moderna,2161056
Switzerland,2021-05-19,Pfizer/BioNTech,1925481
Switzerland,2021-05-20,Moderna,2236742
Switzerland,2021-05-20,Pfizer/BioNTech,1960022
Switzerland,2021-05-21,Johnson&Johnson,6
Switzerland,2021-05-21,Moderna,2305145
Switzerland,2021-05-21,Pfizer/BioNTech,1993997
Switzerland,2021-05-22,Johnson&Johnson,7
Switzerland,2021-05-22,Moderna,2339033
Switzerland,2021-05-22,Pfizer/BioNTech,2007840
Switzerland,2021-05-23,Moderna,2353029
Switzerland,2021-05-23,Pfizer/BioNTech,2012589
Switzerland,2021-05-24,Moderna,2387313
Switzerland,2021-05-24,Pfizer/BioNTech,2028943
Switzerland,2021-05-25,Moderna,2453470
Switzerland,2021-05-25,Pfizer/BioNTech,2064885
Switzerland,2021-05-26,Moderna,2524911
Switzerland,2021-05-26,Pfizer/BioNTech,2101073
Switzerland,2021-05-27,Moderna,2601191
Switzerland,2021-05-27,Pfizer/BioNTech,2133479
Switzerland,2021-05-28,Johnson&Johnson,8
Switzerland,2021-05-28,Moderna,2673863
Switzerland,2021-05-28,Pfizer/BioNTech,2166717
Switzerland,2021-05-29,Johnson&Johnson,9
Switzerland,2021-05-29,Moderna,2712492
Switzerland,2021-05-29,Pfizer/BioNTech,2182725
Switzerland,2021-05-30,Moderna,2728088
Switzerland,2021-05-30,Pfizer/BioNTech,2191805
Switzerland,2021-05-31,Moderna,2787794
Switzerland,2021-05-31,Pfizer/BioNTech,2225953
Switzerland,2021-06-01,Moderna,2861289
Switzerland,2021-06-01,Pfizer/BioNTech,2261543
Switzerland,2021-06-02,Moderna,2943431
Switzerland,2021-06-02,Pfizer/BioNTech,2292496
Switzerland,2021-06-03,Johnson&Johnson,10
Switzerland,2021-06-03,Moderna,3022910
Switzerland,2021-06-03,Pfizer/BioNTech,2316977
Switzerland,2021-06-04,Moderna,3109225
Switzerland,2021-06-04,Pfizer/BioNTech,2342346
Switzerland,2021-06-05,Moderna,3165023
Switzerland,2021-06-05,Pfizer/BioNTech,2360323
Switzerland,2021-06-06,Moderna,3185199
Switzerland,2021-06-06,Pfizer/BioNTech,2367884
Switzerland,2021-06-07,Moderna,3264040
Switzerland,2021-06-07,Pfizer/BioNTech,2391392
Switzerland,2021-06-08,Moderna,3351992
Switzerland,2021-06-08,Pfizer/BioNTech,2416165
Switzerland,2021-06-09,Moderna,3441121
Switzerland,2021-06-09,Pfizer/BioNTech,2440645
Switzerland,2021-06-10,Johnson&Johnson,11
Switzerland,2021-06-10,Moderna,3525370
Switzerland,2021-06-10,Pfizer/BioNTech,2462668
Switzerland,2021-06-11,Moderna,3609078
Switzerland,2021-06-11,Pfizer/BioNTech,2487927
Switzerland,2021-06-12,Moderna,3662822
Switzerland,2021-06-12,Pfizer/BioNTech,2505538
Switzerland,2021-06-13,Johnson&Johnson,12
Switzerland,2021-06-13,Moderna,3682151
Switzerland,2021-06-13,Pfizer/BioNTech,2513030
Switzerland,2021-06-14,Moderna,3758762
Switzerland,2021-06-14,Pfizer/BioNTech,2534773
Switzerland,2021-06-15,Moderna,3842708
Switzerland,2021-06-15,Pfizer/BioNTech,2555664
Switzerland,2021-06-16,Moderna,3928135
Switzerland,2021-06-16,Pfizer/BioNTech,2574090
Switzerland,2021-06-17,Moderna,4016565
Switzerland,2021-06-17,Pfizer/BioNTech,2592619
Switzerland,2021-06-18,Moderna,4099665
Switzerland,2021-06-18,Pfizer/BioNTech,2612564
Switzerland,2021-06-19,Moderna,4147450
Switzerland,2021-06-19,Pfizer/BioNTech,2628110
Switzerland,2021-06-20,Moderna,4163473
Switzerland,2021-06-20,Pfizer/BioNTech,2632947
Switzerland,2021-06-21,Moderna,4234822
Switzerland,2021-06-21,Pfizer/BioNTech,2649940
Switzerland,2021-06-22,Moderna,4311513
Switzerland,2021-06-22,Pfizer/BioNTech,2665872
Switzerland,2021-06-23,Moderna,4387068
Switzerland,2021-06-23,Pfizer/BioNTech,2680624
Switzerland,2021-06-24,Moderna,4460978
Switzerland,2021-06-24,Pfizer/BioNTech,2695540
Switzerland,2021-06-25,Moderna,4531808
Switzerland,2021-06-25,Pfizer/BioNTech,2712659
Switzerland,2021-06-26,Moderna,4572987
Switzerland,2021-06-26,Pfizer/BioNTech,2722810
Switzerland,2021-06-27,Moderna,4586756
Switzerland,2021-06-27,Pfizer/BioNTech,2727587
Switzerland,2021-06-28,Moderna,4649353
Switzerland,2021-06-28,Pfizer/BioNTech,2739969
Switzerland,2021-06-29,Moderna,4714777
Switzerland,2021-06-29,Pfizer/BioNTech,2754202
Switzerland,2021-06-30,Moderna,4784066
Switzerland,2021-06-30,Pfizer/BioNTech,2768189
Switzerland,2021-07-01,Moderna,4845115
Switzerland,2021-07-01,Pfizer/BioNTech,2780163
Switzerland,2021-07-02,Moderna,4908764
Switzerland,2021-07-02,Pfizer/BioNTech,2790889
Switzerland,2021-07-03,Moderna,4948599
Switzerland,2021-07-03,Pfizer/BioNTech,2798585
Switzerland,2021-07-04,Moderna,4960439
Switzerland,2021-07-04,Pfizer/BioNTech,2801696
Switzerland,2021-07-05,Moderna,5019666
Switzerland,2021-07-05,Pfizer/BioNTech,2814224
Switzerland,2021-07-06,Moderna,5081496
Switzerland,2021-07-06,Pfizer/BioNTech,2825854
Switzerland,2021-07-07,Moderna,5140117
Switzerland,2021-07-07,Pfizer/BioNTech,2837923
Switzerland,2021-07-08,Moderna,5199931
Switzerland,2021-07-08,Pfizer/BioNTech,2849889
Switzerland,2021-07-09,Moderna,5257052
Switzerland,2021-07-09,Pfizer/BioNTech,2863638
Switzerland,2021-07-10,Moderna,5289909
Switzerland,2021-07-10,Pfizer/BioNTech,2872990
Switzerland,2021-07-11,Moderna,5299334
Switzerland,2021-07-11,Pfizer/BioNTech,2875281
Switzerland,2021-07-12,Moderna,5354386
Switzerland,2021-07-12,Pfizer/BioNTech,2889908
Switzerland,2021-07-13,Moderna,5410367
Switzerland,2021-07-13,Pfizer/BioNTech,2903032
Switzerland,2021-07-14,Johnson&Johnson,14
Switzerland,2021-07-14,Moderna,5460174
Switzerland,2021-07-14,Pfizer/BioNTech,2915423
Switzerland,2021-07-15,Moderna,5511041
Switzerland,2021-07-15,Pfizer/BioNTech,2925817
Switzerland,2021-07-16,Moderna,5560802
Switzerland,2021-07-16,Pfizer/BioNTech,2936898
Switzerland,2021-07-17,Moderna,5586632
Switzerland,2021-07-17,Pfizer/BioNTech,2944317
Switzerland,2021-07-18,Moderna,5593108
Switzerland,2021-07-18,Pfizer/BioNTech,2945720
Switzerland,2021-07-19,Moderna,5643098
Switzerland,2021-07-19,Pfizer/BioNTech,2959943
Switzerland,2021-07-20,Moderna,5688295
Switzerland,2021-07-20,Pfizer/BioNTech,2970608
Switzerland,2021-07-21,Moderna,5728680
Switzerland,2021-07-21,Pfizer/BioNTech,2980060
Switzerland,2021-07-22,Moderna,5764676
Switzerland,2021-07-22,Pfizer/BioNTech,2989302
Switzerland,2021-07-23,Moderna,5802879
Switzerland,2021-07-23,Pfizer/BioNTech,2999773
Switzerland,2021-07-24,Moderna,5822890
Switzerland,2021-07-24,Pfizer/BioNTech,3005425
Switzerland,2021-07-25,Moderna,5826933
Switzerland,2021-07-25,Pfizer/BioNTech,3006289
Switzerland,2021-07-26,Moderna,5860577
Switzerland,2021-07-26,Pfizer/BioNTech,3015766
Switzerland,2021-07-27,Moderna,5888553
Switzerland,2021-07-27,Pfizer/BioNTech,3023771
Switzerland,2021-07-28,Moderna,5911869
Switzerland,2021-07-28,Pfizer/BioNTech,3032553
Switzerland,2021-07-29,Moderna,5935200
Switzerland,2021-07-29,Pfizer/BioNTech,3040286
Switzerland,2021-07-30,Moderna,5958838
Switzerland,2021-07-30,Pfizer/BioNTech,3048918
Switzerland,2021-07-31,Moderna,5966670
Switzerland,2021-07-31,Pfizer/BioNTech,3052527
Switzerland,2021-08-01,Moderna,5967131
Switzerland,2021-08-01,Pfizer/BioNTech,3053541
Switzerland,2021-08-02,Moderna,5981292
Switzerland,2021-08-02,Pfizer/BioNTech,3061376
Switzerland,2021-08-03,Moderna,6001622
Switzerland,2021-08-03,Pfizer/BioNTech,3067979
Switzerland,2021-08-04,Moderna,6017788
Switzerland,2021-08-04,Pfizer/BioNTech,3076049
Switzerland,2021-08-05,Johnson&Johnson,15
Switzerland,2021-08-05,Moderna,6035758
Switzerland,2021-08-05,Pfizer/BioNTech,3083531
Switzerland,2021-08-06,Moderna,6056198
Switzerland,2021-08-06,Pfizer/BioNTech,3091349
Switzerland,2021-08-07,Moderna,6061738
Switzerland,2021-08-07,Pfizer/BioNTech,3095081
Switzerland,2021-08-08,Johnson&Johnson,16
Switzerland,2021-08-08,Moderna,6062075
Switzerland,2021-08-08,Pfizer/BioNTech,3095570
Switzerland,2021-08-09,Moderna,6076726
Switzerland,2021-08-09,Pfizer/BioNTech,3102942
Switzerland,2021-08-10,Moderna,6092466
Switzerland,2021-08-10,Pfizer/BioNTech,3109896
Switzerland,2021-08-11,Moderna,6106901
Switzerland,2021-08-11,Pfizer/BioNTech,3119445
Switzerland,2021-08-12,Moderna,6124891
Switzerland,2021-08-12,Pfizer/BioNTech,3127540
Switzerland,2021-08-13,Moderna,6144830
Switzerland,2021-08-13,Pfizer/BioNTech,3135529
Switzerland,2021-08-14,Moderna,6151245
Switzerland,2021-08-14,Pfizer/BioNTech,3139605
Switzerland,2021-08-15,Moderna,6151535
Switzerland,2021-08-15,Pfizer/BioNTech,3139900
Switzerland,2021-08-16,Moderna,6165545
Switzerland,2021-08-16,Pfizer/BioNTech,3147645
Switzerland,2021-08-17,Moderna,6180726
Switzerland,2021-08-17,Pfizer/BioNTech,3156143
Switzerland,2021-08-18,Moderna,6196878
Switzerland,2021-08-18,Pfizer/BioNTech,3166816
Switzerland,2021-08-19,Moderna,6214704
Switzerland,2021-08-19,Pfizer/BioNTech,3175061
Switzerland,2021-08-20,Moderna,6237186
Switzerland,2021-08-20,Pfizer/BioNTech,3184696
Switzerland,2021-08-21,Moderna,6244088
Switzerland,2021-08-21,Pfizer/BioNTech,3189847
Switzerland,2021-08-22,Moderna,6244492
Switzerland,2021-08-22,Pfizer/BioNTech,3190330
Switzerland,2021-08-23,Moderna,6258737
Switzerland,2021-08-23,Pfizer/BioNTech,3198678
Switzerland,2021-08-24,Moderna,6274483
Switzerland,2021-08-24,Pfizer/BioNTech,3207636
Switzerland,2021-08-25,Moderna,6290360
Switzerland,2021-08-25,Pfizer/BioNTech,3220766
Switzerland,2021-08-26,Moderna,6310649
Switzerland,2021-08-26,Pfizer/BioNTech,3229877
Switzerland,2021-08-27,Moderna,6336036
Switzerland,2021-08-27,Pfizer/BioNTech,3239214
Switzerland,2021-08-28,Moderna,6345842
Switzerland,2021-08-28,Pfizer/BioNTech,3246790
Switzerland,2021-08-29,Moderna,6347482
Switzerland,2021-08-29,Pfizer/BioNTech,3247077
Switzerland,2021-08-30,Moderna,6360809
Switzerland,2021-08-30,Pfizer/BioNTech,3256727
Switzerland,2021-08-31,Moderna,6376832
Switzerland,2021-08-31,Pfizer/BioNTech,3265091
Switzerland,2021-09-01,Moderna,6390995
Switzerland,2021-09-01,Pfizer/BioNTech,3279214
Switzerland,2021-09-02,Moderna,6409701
Switzerland,2021-09-02,Pfizer/BioNTech,3288783
Switzerland,2021-09-03,Moderna,6431693
Switzerland,2021-09-03,Pfizer/BioNTech,3299691
Switzerland,2021-09-04,Moderna,6440637
Switzerland,2021-09-04,Pfizer/BioNTech,3307305
Switzerland,2021-09-05,Johnson&Johnson,17
Switzerland,2021-09-05,Moderna,6441803
Switzerland,2021-09-05,Pfizer/BioNTech,3308796
Switzerland,2021-09-06,Moderna,6456741
Switzerland,2021-09-06,Pfizer/BioNTech,3317360
Switzerland,2021-09-07,Moderna,6473795
Switzerland,2021-09-07,Pfizer/BioNTech,3326085
Switzerland,2021-09-08,Moderna,6491418
Switzerland,2021-09-08,Pfizer/BioNTech,3341721
Switzerland,2021-09-09,Moderna,6515270
Switzerland,2021-09-09,Pfizer/BioNTech,3352273
Switzerland,2021-09-10,Moderna,6545017
Switzerland,2021-09-10,Pfizer/BioNTech,3366344
Switzerland,2021-09-11,Moderna,6561866
Switzerland,2021-09-11,Pfizer/BioNTech,3376574
Switzerland,2021-09-12,Moderna,6563223
Switzerland,2021-09-12,Pfizer/BioNTech,3379595
Switzerland,2021-09-13,Moderna,6583257
Switzerland,2021-09-13,Pfizer/BioNTech,3392113
Switzerland,2021-09-14,Johnson&Johnson,18
Switzerland,2021-09-14,Moderna,6606754
Switzerland,2021-09-14,Pfizer/BioNTech,3404259
Switzerland,2021-09-15,Moderna,6630042
Switzerland,2021-09-15,Pfizer/BioNTech,3422847
Switzerland,2021-09-16,Moderna,6654528
Switzerland,2021-09-16,Pfizer/BioNTech,3436941
Switzerland,2021-09-17,Moderna,6682635
Switzerland,2021-09-17,Pfizer/BioNTech,3453279
Switzerland,2021-09-18,Moderna,6695288
Switzerland,2021-09-18,Pfizer/BioNTech,3464215
Switzerland,2021-09-19,Moderna,6695962
Switzerland,2021-09-19,Pfizer/BioNTech,3467065
Switzerland,2021-09-20,Moderna,6712950
Switzerland,2021-09-20,Pfizer/BioNTech,3478554
Switzerland,2021-09-21,Moderna,6732965
Switzerland,2021-09-21,Pfizer/BioNTech,3490914
Switzerland,2021-09-22,Moderna,6750986
Switzerland,2021-09-22,Pfizer/BioNTech,3507610
Switzerland,2021-09-23,Moderna,6772795
Switzerland,2021-09-23,Pfizer/BioNTech,3520702
Switzerland,2021-09-24,Moderna,6797406
Switzerland,2021-09-24,Pfizer/BioNTech,3533850
Switzerland,2021-09-25,Moderna,6810254
Switzerland,2021-09-25,Pfizer/BioNTech,3543945
Switzerland,2021-09-26,Moderna,6811581
Switzerland,2021-09-26,Pfizer/BioNTech,3545850
Switzerland,2021-09-27,Moderna,6827525
Switzerland,2021-09-27,Pfizer/BioNTech,3556545
Switzerland,2021-09-28,Moderna,6843914
Switzerland,2021-09-28,Pfizer/BioNTech,3566036
Switzerland,2021-09-29,Moderna,6859659
Switzerland,2021-09-29,Pfizer/BioNTech,3581027
Switzerland,2021-09-30,Moderna,6878271
Switzerland,2021-09-30,Pfizer/BioNTech,3590458
Switzerland,2021-10-01,Moderna,6898956
Switzerland,2021-10-01,Pfizer/BioNTech,3602643
Switzerland,2021-10-02,Moderna,6907485
Switzerland,2021-10-02,Pfizer/BioNTech,3611797
Switzerland,2021-10-03,Moderna,6908761
Switzerland,2021-10-03,Pfizer/BioNTech,3613934
Switzerland,2021-10-04,Moderna,6923288
Switzerland,2021-10-04,Pfizer/BioNTech,3624501
Switzerland,2021-10-05,Johnson&Johnson,19
Switzerland,2021-10-05,Moderna,6938773
Switzerland,2021-10-05,Pfizer/BioNTech,3633685
Switzerland,2021-10-06,Johnson&Johnson,205
Switzerland,2021-10-06,Moderna,6954522
Switzerland,2021-10-06,Pfizer/BioNTech,3647509
